gene,objective function,constraint
Pwp2,4.173234481790512,1
Gm26577,4.1732344817896525,1
Ttll9,4.1732344817896525,1
Ptpdc1,4.173234481789437,1
Fam184b,4.173234481789431,1
Sh2b1,4.173234481788793,1
Nprl2,4.173234481788716,1
Bcl2l15,4.1732344817886915,1
Gcnt1,4.173234481787871,1
Hist2h2bb,4.173234481787234,1
Ercc6l,4.173234481786608,1
Rln3,4.173234481785573,1
C3ar1,4.173234481785557,1
Atmin,4.173234481785387,1
Irf5,4.173234481784935,1
Uvrag,4.173234481784796,1
Pcdhga12,4.173234481784317,1
Gm47418,4.173234481783982,1
Mtrf1l,4.17323448178324,1
Slc51a,4.173234481783199,1
Ska2,4.173234481782655,1
Mapkbp1,4.173234481782023,1
Zfp961,4.173234481781881,1
Arl5c,4.173234481781302,1
Acaca,4.173234481781247,1
Fam222b,4.173234481781085,1
Igf1,4.173234481780993,1
Tceal3,4.1732344817808364,1
Slc28a2,4.173234481779304,1
Nepro,4.173234481779182,1
Gm11574,4.1732344817791,1
Lax1,4.173234481779014,1
Ythdf1,4.173234481778928,1
D330050I16Rik,4.173234481778927,1
Gm10244,4.173234481777709,1
Ltn1,4.173234481777624,1
Grb7,4.1732344817774605,1
Vipas39,4.173234481777233,1
Ino80d,4.173234481777092,1
Nsun6,4.17323448177695,1
Tomm40l,4.173234481776945,1
Pheta1,4.173234481776658,1
Arl2,4.173234481776443,1
Jmjd1c,4.173234481776095,1
Gm12166,4.173234481774803,1
Gm10605,4.173234481774418,1
Ift122,4.173234481773892,1
1700025G04Rik,4.173234481773702,1
Champ1,4.1732344817733305,1
Vwa2,4.173234481772901,1
Tfb1m,4.173234481772758,1
Rabgap1,4.173234481772479,1
Igf2r,4.173234481772431,1
Mgmt,4.173234481772428,1
Ppp1r13b,4.173234481772048,1
Tonsl,4.173234481771936,1
Rxylt1,4.173234481771761,1
Abcg1,4.1732344817715425,1
Zc3hc1,4.173234481771538,1
Dsg2,4.173234481771119,1
2600006K01Rik,4.173234481770679,1
Gm34794,4.1732344817703835,1
Mtf1,4.173234481770281,1
Uhmk1,4.173234481770206,1
Aifm1,4.173234481770107,1
Gm48684,4.1732344817694775,1
Bricd5,4.173234481769391,1
Plrg1,4.173234481769085,1
Man2c1os,4.1732344817689135,1
2510039O18Rik,4.173234481768734,1
Trav7-3,4.173234481768717,1
Prdm15,4.173234481768026,1
Btbd16,4.173234481767832,1
Hsdl2,4.173234481767422,1
Inafm2,4.1732344817659035,1
Thap2,4.1732344817656415,1
Insyn2b,4.1732344817653075,1
AC154200.1,4.1732344817652445,1
BC051226,4.173234481765016,1
4930522L14Rik,4.173234481765002,1
Gm35507,4.17323448176476,1
Acox3,4.173234481764582,1
Arl11,4.173234481764054,1
Smim12,4.173234481764023,1
Hmga1,4.173234481763488,1
Mrps2,4.173234481763449,1
Trmt44,4.173234481763016,1
Prkci,4.173234481762769,1
Prps1l3,4.173234481762766,1
Abcd4,4.173234481762647,1
Abcc4,4.173234481762487,1
Mettl3,4.173234481762314,1
Trappc10,4.173234481761749,1
Fbxo48,4.173234481761569,1
Pik3ca,4.173234481761545,1
Gpr45,4.173234481761423,1
Parp9,4.173234481761398,1
Ctsh,4.173234481760683,1
Rreb1,4.173234481760168,1
Ubr2,4.1732344817600975,1
Lrba,4.173234481759932,1
Gigyf1,4.173234481759911,1
Zhx3,4.173234481759885,1
Tfcp2l1,4.173234481759655,1
Igsf6,4.1732344817593665,1
Tgfb2,4.1732344817591684,1
Arid1a,4.1732344817591445,1
0610039K10Rik,4.173234481759077,1
Nr2f6,4.173234481758907,1
AU041133,4.173234481758809,1
Wdr54,4.173234481758632,1
Cdc42se2,4.173234481758467,1
Gvin1,4.173234481758,1
Tbc1d9b,4.173234481757966,1
Zfp369,4.173234481757693,1
Ptpn9,4.173234481757205,1
Bcs1l,4.173234481757044,1
Trav8n-2,4.173234481756841,1
Scamp4,4.173234481756166,1
1700003G18Rik,4.173234481756039,1
Dhx37,4.17323448175588,1
Slc22a5,4.173234481755647,1
Fbh1,4.173234481755605,1
Snx19,4.173234481755482,1
Flicr,4.173234481755102,1
Gpr150,4.173234481754969,1
Lrrc75aos2,4.173234481754204,1
Trmt1,4.173234481754157,1
Zmynd11,4.173234481754147,1
Kcnd1,4.173234481753811,1
Klhl26,4.1732344817532026,1
Coq4,4.173234481753174,1
Gm49032,4.173234481753113,1
Lrrc8a,4.173234481753074,1
Mageh1,4.173234481752937,1
Casc4,4.173234481752658,1
Poglut2,4.173234481752644,1
Synrg,4.17323448175236,1
Ncf2,4.173234481752168,1
Washc4,4.173234481752048,1
Itsn1,4.173234481751733,1
Cdr2l,4.173234481751626,1
Dsc2,4.17323448175158,1
4933430L12Rik,4.173234481751441,1
Wdr90,4.17323448175125,1
Zfp7,4.173234481751135,1
P2ry13,4.173234481750925,1
Ceacam16,4.173234481750923,1
Abcd3,4.173234481750815,1
Bfsp1,4.1732344817506375,1
Snx13,4.173234481750599,1
Gm44067,4.1732344817500975,1
Gm49584,4.173234481749695,1
Gm13283,4.173234481749659,1
Car2,4.173234481749369,1
Cfb,4.173234481749271,1
Zfp983,4.173234481748601,1
9330104G04Rik,4.173234481748273,1
Klf3,4.173234481748146,1
A630072L19Rik,4.173234481748038,1
Tusc1,4.173234481747784,1
Cd83,4.173234481747597,1
Zc2hc1c,4.173234481747236,1
Lamp3,4.173234481746766,1
Tob1,4.17323448174674,1
Dexi,4.173234481746489,1
Lztr1,4.173234481746156,1
Ttc4,4.173234481745645,1
Themis2,4.173234481745628,1
Synj1,4.173234481745599,1
Gm21844,4.173234481745468,1
Gm37768,4.173234481745088,1
Stbd1,4.173234481744851,1
Mrps18b,4.173234481744407,1
Ckap2,4.1732344817443225,1
9230112E08Rik,4.173234481744309,1
AI987944,4.1732344817442675,1
Kcnmb1,4.173234481743433,1
Btbd11,4.173234481743302,1
Zmynd8,4.173234481743279,1
Pgm1,4.173234481742946,1
Wdr59,4.1732344817429405,1
Shoc2,4.173234481742836,1
Per1,4.173234481742653,1
Pmm1,4.173234481742261,1
Pip4k2b,4.1732344817420195,1
Hip1,4.173234481741947,1
Med19,4.1732344817412095,1
Dclre1c,4.173234481740922,1
Naa80,4.1732344817407,1
2810459M11Rik,4.17323448174047,1
Mfap1a,4.173234481740245,1
Phldb1,4.173234481739879,1
Fxyd1,4.173234481739132,1
Rpp25l,4.17323448173788,1
Gm44214,4.173234481737717,1
Exoc7,4.173234481737415,1
4931415C17Rik,4.173234481737289,1
Dok3,4.173234481737282,1
Stim2,4.1732344817367695,1
Wars,4.173234481736756,1
Gm14862,4.173234481736548,1
Kif5a,4.173234481736509,1
4930556I23Rik,4.173234481736286,1
Kmt5b,4.173234481735838,1
Vash1,4.173234481735682,1
Dsel,4.173234481734935,1
Arf3,4.173234481734584,1
Rab6b,4.173234481734551,1
Pde4a,4.173234481734542,1
Egr3,4.173234481734356,1
Rusc2,4.173234481734332,1
Iqsec2,4.173234481734158,1
Gm9752,4.173234481733071,1
Ubox5,4.173234481732745,1
Usp38,4.173234481732737,1
Ripk1,4.173234481732551,1
Ints2,4.173234481732264,1
Cd1d1,4.173234481731695,1
Snapc3,4.173234481731328,1
Pradc1,4.173234481731168,1
Rnf225,4.173234481731129,1
Nufip1,4.1732344817310665,1
9330020H09Rik,4.17323448173103,1
Gm48933,4.173234481730803,1
Krt23,4.173234481730319,1
Pi4kb,4.1732344817299785,1
Nrip2,4.1732344817297164,1
Zbtb34,4.173234481729574,1
Eef1akmt4,4.173234481729542,1
Jup,4.173234481729426,1
B3gntl1,4.173234481729322,1
Pou4f1,4.173234481729213,1
Trim65,4.1732344817290485,1
Aldh1l1,4.173234481728966,1
Gm1043,4.173234481728923,1
Trappc13,4.173234481728873,1
Gm43462,4.173234481728699,1
Pnrc2,4.173234481728516,1
Mir22hg,4.173234481728281,1
Fam160b1,4.173234481728085,1
2810408I11Rik,4.1732344817280325,1
AI597479,4.173234481727617,1
Cc2d2b,4.173234481727487,1
Gm33460,4.173234481727345,1
Slc33a1,4.173234481727025,1
Nup35,4.173234481726906,1
Cend1,4.173234481726694,1
Jakmip1,4.173234481726577,1
Rapsn,4.1732344817262845,1
Prmt3,4.173234481725752,1
Apbb2,4.17323448172557,1
Tssk6,4.173234481725457,1
Lrrc61,4.173234481725425,1
Plcb4,4.173234481724622,1
Sbno2,4.173234481724391,1
Ppp2r1b,4.173234481724294,1
Kbtbd6,4.173234481724139,1
Fam43a,4.173234481723825,1
Gstm4,4.173234481723759,1
Tmem79,4.173234481723487,1
Ciz1,4.17323448172333,1
Chaf1a,4.173234481723126,1
Arntl2,4.173234481722382,1
Gm16751,4.173234481722193,1
Rpp14,4.173234481722077,1
Cryba1,4.173234481722062,1
Tef,4.173234481721787,1
Ttc26,4.173234481721508,1
Hps5,4.173234481721229,1
Ust,4.173234481721067,1
Vpreb1,4.173234481720935,1
Zfp397,4.173234481720729,1
Wdr19,4.173234481720701,1
Zfp942,4.173234481720669,1
Gm38404,4.1732344817205025,1
Il6ra,4.173234481720489,1
Rnf128,4.173234481720469,1
Gm20457,4.1732344817199944,1
Plek2,4.1732344817199145,1
Padi2,4.173234481719596,1
Doc2g,4.173234481719549,1
Entpd1,4.173234481719438,1
Zscan26,4.173234481719081,1
Ldah,4.173234481719066,1
Phactr2,4.173234481719022,1
Samd10,4.1732344817189,1
Purg,4.173234481718801,1
Cbl,4.173234481718787,1
Hibadh,4.173234481718535,1
Mapk1ip1,4.173234481717991,1
Dcun1d3,4.173234481717701,1
Stradb,4.173234481717096,1
Slc2a13,4.173234481716483,1
Gm43149,4.173234481716461,1
Col23a1,4.173234481715986,1
Hap1,4.173234481715926,1
6430548M08Rik,4.17323448171576,1
Gm13375,4.173234481715471,1
Hltf,4.173234481714909,1
Arfgap2,4.173234481714383,1
Ino80dos,4.173234481714303,1
Tcrg-V1,4.1732344817134175,1
Ccnt2,4.173234481712971,1
Csad,4.173234481712895,1
Hectd3,4.173234481712866,1
1110065P20Rik,4.173234481712756,1
Ro60,4.17323448171266,1
Prr18,4.173234481712429,1
Bcl6,4.173234481711981,1
Mppe1,4.173234481711949,1
Srf,4.173234481711627,1
Abhd16a,4.173234481711396,1
Atrip,4.1732344817112415,1
Slc43a1,4.173234481711169,1
Sdc1,4.173234481711054,1
1110038F14Rik,4.173234481709728,1
Mfsd9,4.1732344817095015,1
Gm19582,4.173234481709367,1
Zfp746,4.173234481709206,1
Aldoa.1,4.173234481709197,1
Dhps,4.17323448170899,1
Fgf2,4.173234481708763,1
1700084E18Rik,4.173234481708734,1
AV039307,4.173234481708378,1
Adarb1,4.173234481708339,1
Zc3h14,4.173234481707917,1
Ogt,4.173234481707816,1
Tiparp,4.173234481707573,1
Gm17096,4.173234481707569,1
Tmem53,4.173234481707472,1
Pask,4.173234481705873,1
Gm13256,4.173234481705737,1
Zglp1,4.173234481705733,1
Polr3h,4.173234481705732,1
Gm42902,4.173234481705599,1
Zfp958,4.173234481705568,1
Gm42031,4.173234481705368,1
Prkcz,4.173234481705094,1
Lrrc56,4.17323448170489,1
Il1rn,4.17323448170367,1
Gm17080,4.173234481702936,1
Pstpip2,4.1732344817029166,1
2810454H06Rik,4.1732344817026314,1
Pak4,4.173234481701949,1
Btbd2,4.173234481701457,1
Ccdc159,4.1732344817006615,1
Pard6a,4.1732344817006215,1
Gm17146,4.173234481699957,1
Htra3,4.173234481699589,1
Crat,4.173234481699493,1
Sobp,4.173234481699492,1
Pacs1,4.173234481698878,1
Rhpn2,4.173234481698012,1
Cenpk,4.1732344816978255,1
Myo1d,4.1732344816974445,1
Epb41l4aos,4.173234481697236,1
Tnnc1,4.173234481696757,1
C330007P06Rik,4.173234481696344,1
Espn,4.173234481696054,1
Galnt6os,4.1732344816960385,1
Tmed7,4.173234481695693,1
Gm14540,4.173234481695603,1
Ring1,4.173234481694345,1
Pik3r2,4.173234481694282,1
Krt83,4.173234481694235,1
Card11,4.173234481693916,1
Itga7,4.173234481693726,1
Cldn34c1,4.173234481693576,1
Rtn1,4.173234481693445,1
Acp6,4.173234481692619,1
Dhdh,4.173234481692429,1
9530097N15Rik,4.1732344816921465,1
Taf13,4.173234481691664,1
Ero1lb,4.173234481691381,1
Fam49a,4.173234481691356,1
Tmod4,4.173234481691136,1
Cenpb,4.173234481691136,1
Gm49959,4.173234481690395,1
Rnf41,4.173234481689983,1
Pqlc1,4.1732344816899,1
Vrk2,4.173234481689764,1
Pkp2,4.173234481689716,1
Gm49016,4.17323448168873,1
Gm10184,4.173234481688546,1
Mtpap,4.1732344816884845,1
Prune2,4.173234481688111,1
Plekhg1,4.173234481687766,1
Zfp518a,4.173234481687356,1
Arhgef26,4.173234481687061,1
Tmem218,4.173234481686981,1
Gm37963,4.173234481686553,1
Ggnbp1,4.173234481686488,1
Zfp523,4.173234481686435,1
Ly96,4.173234481686398,1
Tgfbi,4.173234481686182,1
Gm13067,4.173234481685604,1
Mthfsl,4.173234481685489,1
1700022I11Rik,4.173234481685457,1
Lrrn4cl,4.173234481685272,1
Stfa3,4.173234481685213,1
Madcam1,4.173234481684943,1
Klf9,4.173234481684711,1
Plekhh3,4.1732344816844575,1
Prmt7,4.173234481684382,1
Car12,4.1732344816840845,1
Wdr76,4.173234481684007,1
Zfp560,4.173234481683895,1
Ptgdr2,4.173234481683132,1
Neu3,4.173234481682998,1
Gpr135,4.173234481682922,1
Atf7,4.173234481682717,1
Hax1,4.173234481682666,1
Gpr179,4.173234481682502,1
Cage1,4.173234481682432,1
Gm2245,4.173234481681503,1
Asprv1,4.173234481681237,1
Ipmk,4.17323448168119,1
Gas2l1,4.173234481680925,1
Gm11335,4.173234481680765,1
Gm28424,4.1732344816806,1
Polg,4.1732344816805815,1
Gtpbp1,4.173234481680383,1
Tssk4,4.173234481680119,1
Tmem18,4.173234481679957,1
Gm13421,4.173234481679932,1
Gm47545,4.173234481679874,1
Ryr3,4.173234481679641,1
Angptl6,4.173234481679462,1
Mark4,4.173234481679384,1
Tnnt1,4.173234481679377,1
Pars2,4.173234481679056,1
Gna14,4.173234481678947,1
Gm26876,4.173234481678926,1
Ttl,4.173234481678349,1
Tle4,4.173234481677726,1
Zfp82,4.173234481677152,1
Pomk,4.1732344816770786,1
5430427O19Rik,4.17323448167705,1
Cabp1,4.173234481676978,1
B9d2,4.173234481676862,1
3830403N18Rik,4.173234481676633,1
Mgarp,4.1732344816761655,1
A730011C13Rik,4.1732344816756415,1
Ptar1,4.17323448167529,1
Dcaf17,4.173234481675049,1
Dok1,4.173234481675047,1
Klhl15,4.173234481675,1
Mfsd1,4.173234481674976,1
Klra3,4.173234481674756,1
Nek8,4.173234481674624,1
Tgfbr3,4.173234481674617,1
Wnt10a,4.173234481674255,1
Hm629797,4.1732344816740925,1
Gm15401,4.1732344816740525,1
Brpf1,4.173234481673718,1
Dtx4,4.173234481673624,1
Blm,4.173234481673058,1
4930590J08Rik,4.173234481673034,1
Rars,4.173234481673024,1
Cpt1a,4.173234481672823,1
Spire1,4.17323448167241,1
Sh3pxd2b,4.173234481672375,1
Bcl2,4.173234481672303,1
Tmbim1,4.1732344816719955,1
Upf2,4.173234481671985,1
Cep95,4.173234481671726,1
Pank4,4.173234481671429,1
Sirt7,4.1732344816708045,1
Zcwpw1,4.173234481670627,1
4930520M14Rik,4.17323448167046,1
Uhrf1bp1,4.173234481670321,1
Gm43951,4.173234481670219,1
Snx25,4.173234481670109,1
Abcb8,4.173234481670053,1
2610206C17Rik,4.173234481669706,1
Gdap2,4.173234481669521,1
Clasp1,4.173234481669493,1
Foxd2os,4.1732344816694775,1
Ulk4,4.173234481669408,1
Rftn2,4.173234481668982,1
Smyd2,4.173234481668356,1
Mks1,4.173234481668227,1
Prorsd1,4.173234481667874,1
Gm28809,4.173234481667287,1
Spred2,4.1732344816668,1
Lmln,4.173234481665872,1
Top1mt,4.1732344816654745,1
Pigb,4.173234481665216,1
Ccdc22,4.173234481665204,1
Itprid2,4.173234481665,1
Fam89a,4.173234481664801,1
Lrrc4,4.173234481664435,1
Slc6a19,4.173234481664296,1
Cox11,4.17323448166411,1
Tmem167b,4.173234481663968,1
Psme2b,4.173234481663907,1
Ube4bos1,4.1732344816638935,1
Gm39214,4.173234481663768,1
Mbnl3,4.173234481663693,1
Tmem129,4.173234481663467,1
4932422M17Rik,4.173234481663,1
4933431K23Rik,4.17323448166297,1
Kat6a,4.173234481662872,1
Ms4a6d,4.173234481662641,1
Gm12764,4.173234481662609,1
Gm16230,4.173234481662596,1
Cds2,4.173234481662588,1
B3galt5,4.173234481662585,1
Ugdh,4.17323448166256,1
A430035B10Rik,4.173234481662327,1
Pip4p2,4.173234481662022,1
Ctdspl,4.173234481661967,1
Pold3,4.173234481661634,1
Dis3,4.17323448166161,1
Rsph9,4.173234481661473,1
Csgalnact2,4.173234481661314,1
Tssc4,4.173234481660842,1
Mmp17,4.17323448166084,1
Lsmem1,4.173234481660481,1
Paqr5,4.173234481660147,1
Zfp772,4.173234481660028,1
Ldlrap1,4.173234481659634,1
Sypl,4.173234481659227,1
Hgf,4.173234481659099,1
Ccdc90b,4.1732344816588745,1
Gm10451,4.173234481658769,1
Zdhhc9,4.173234481658291,1
Notch2,4.173234481658177,1
Rmdn1,4.173234481658112,1
Hsd3b7,4.173234481658089,1
Cwc25,4.173234481657855,1
Gm16310,4.173234481657351,1
Snx24,4.173234481657067,1
Adora3,4.173234481656937,1
Idh2,4.173234481656556,1
Dnajc18,4.173234481656119,1
Anks1b,4.173234481656074,1
Pja2,4.173234481655957,1
Gstm1,4.173234481655913,1
Far1os,4.173234481655756,1
Fam214b,4.17323448165558,1
Micall1,4.173234481655147,1
Slc25a27,4.173234481655118,1
Npdc1,4.173234481655083,1
Armc5,4.173234481654902,1
Yif1a,4.173234481654901,1
Nceh1,4.173234481654763,1
Airn,4.173234481654662,1
Serpinb1b,4.173234481654614,1
Crybg2,4.173234481654502,1
Rrad,4.17323448165446,1
Raph1,4.173234481654178,1
Gm16104,4.173234481653918,1
Ankrd28,4.17323448165373,1
Pcdhgb5,4.173234481653251,1
Slc9a2,4.173234481653236,1
Samd15,4.173234481653209,1
Pip4k2c,4.173234481652997,1
F3,4.1732344816526545,1
Fam217b,4.17323448165262,1
Map4k4,4.173234481652435,1
Gm26852,4.173234481652333,1
Calu,4.173234481652181,1
Rad17,4.173234481652122,1
Gsta4,4.173234481651935,1
Snn,4.173234481651853,1
Ap5z1,4.173234481651407,1
Spred1,4.173234481651247,1
Insrr,4.173234481651226,1
Gripap1,4.173234481650859,1
Ctsg,4.173234481650852,1
Mnat1,4.173234481650805,1
Abhd17b,4.1732344816504385,1
Setd2,4.173234481650141,1
Igtp,4.173234481649951,1
Faap20,4.173234481649569,1
Pias2,4.173234481649453,1
1600012H06Rik,4.173234481649266,1
Oip5,4.1732344816490645,1
Zkscan17,4.173234481649037,1
Ppp2r2c,4.173234481648818,1
Cd33,4.173234481648624,1
Gm47882,4.173234481648598,1
Heatr3,4.173234481648246,1
Mrpl39,4.173234481648058,1
Prph,4.1732344816478335,1
Gm10125,4.173234481647824,1
Nifk,4.173234481647721,1
Phrf1,4.173234481647703,1
A730009L09Rik,4.173234481647631,1
Cenps,4.173234481647539,1
Gm47439,4.173234481647324,1
Tcp11,4.173234481646457,1
Ythdf3,4.173234481646001,1
Igsf3,4.1732344816455935,1
Rfx1,4.173234481645237,1
Vcpip1,4.173234481645233,1
Scamp2,4.173234481645224,1
Dnmt3b,4.173234481645155,1
Abcd1,4.173234481644762,1
Xkr5,4.17323448164437,1
Antxr2,4.173234481644244,1
Tnfsf14,4.173234481644193,1
Gnpat,4.173234481644145,1
Ramp2,4.17323448164375,1
Trp53bp2,4.173234481643595,1
Zbtb17,4.173234481643204,1
Lrrc4c,4.1732344816430516,1
Ccsap,4.173234481643036,1
Slc1a2,4.173234481642867,1
Phyhd1,4.173234481642709,1
Blvrb,4.173234481642576,1
Mybl2,4.173234481642549,1
Gm37240,4.173234481642519,1
Gm47270,4.173234481642259,1
Tm9sf4,4.173234481642195,1
Zfp324,4.173234481642071,1
Parp12,4.173234481641846,1
4933433G19Rik,4.173234481641779,1
Cspp1,4.173234481641418,1
Slc25a16,4.173234481641211,1
Gm10688,4.173234481641074,1
Oscp1,4.173234481640907,1
Cyb561a3,4.173234481640896,1
Tubgcp4,4.17323448164055,1
4933408B17Rik,4.173234481640465,1
Vkorc1,4.17323448164024,1
Ankrd50,4.173234481640175,1
Lacc1,4.173234481640077,1
Ngrn,4.173234481640072,1
4930432K21Rik,4.173234481639637,1
Rsf1,4.1732344816395495,1
Stil,4.17323448163947,1
Gm19569,4.173234481639112,1
Msto1,4.173234481639052,1
Cherp,4.173234481639012,1
Epb41,4.173234481638911,1
Zfp748,4.173234481638871,1
Dnajb3,4.173234481638312,1
Ccdc74a,4.173234481638101,1
Ndst3,4.173234481638066,1
Akr1b10,4.173234481637904,1
Snx33,4.17323448163745,1
Fitm2,4.17323448163742,1
Taf9,4.173234481637328,1
Cdk16,4.173234481637223,1
2310061I04Rik,4.173234481637053,1
Herc1,4.173234481636904,1
Gm47447,4.173234481636661,1
Gm15743,4.1732344816364755,1
Matn1,4.173234481636333,1
Mgl2,4.173234481636302,1
Ccdc162,4.173234481636228,1
Gatad2b,4.173234481636154,1
Tmem175,4.173234481636074,1
Cox15,4.173234481636049,1
Prodh,4.1732344816359666,1
Phf1,4.173234481635263,1
Kcnq1ot1,4.17323448163503,1
Cd86,4.173234481635016,1
Poldip2,4.173234481634625,1
Rpap1,4.173234481634473,1
Gm16677,4.173234481634296,1
Gm19705,4.173234481634211,1
Ptger1,4.173234481634126,1
Tmem132a,4.1732344816340845,1
Mast3,4.173234481633985,1
Exo1,4.17323448163361,1
Tarbp1,4.173234481633429,1
Vps50,4.173234481633022,1
Nuak2,4.173234481632802,1
Snx12,4.173234481632685,1
Pdxk,4.17323448163256,1
Car6,4.173234481632014,1
Baalc,4.1732344816317894,1
Atp6v1g2,4.173234481631714,1
Thumpd2,4.173234481631484,1
Trp53bp1,4.173234481631361,1
Pgpep1,4.173234481631319,1
Eif2ak1,4.173234481630755,1
Kynu,4.173234481630614,1
Lmna,4.1732344816303755,1
Gm49586,4.173234481629754,1
Mvp,4.1732344816292954,1
Med12l,4.173234481629239,1
Aldh8a1,4.1732344816290015,1
4930524O07Rik,4.173234481628866,1
Klrg1,4.1732344816286,1
Trav3-4,4.1732344816284686,1
Spr,4.173234481628275,1
Fbxo22,4.1732344816282385,1
Ttc12,4.173234481627507,1
Uty,4.173234481627488,1
Gm17529,4.173234481627391,1
Pqlc2,4.173234481626601,1
Chaf1b,4.173234481625995,1
Gm26771,4.173234481625985,1
Gm47664,4.17323448162592,1
Mterf1a,4.173234481625916,1
Spsb2,4.173234481625849,1
Fmo5,4.173234481625595,1
Ptafr,4.1732344816255,1
2810013P06Rik,4.173234481625036,1
Pdcd11,4.173234481624896,1
Gm16214,4.173234481624885,1
Enoph1,4.17323448162462,1
Sars2,4.173234481624181,1
Gm20139,4.173234481624052,1
Clasrp,4.173234481624026,1
Adam15,4.173234481624023,1
Gm50068,4.173234481623863,1
Rab11fip5,4.173234481623629,1
Amz1,4.173234481623545,1
Zfp991,4.173234481623382,1
Gfm1,4.173234481623339,1
BC025920,4.173234481623265,1
Dpp9,4.173234481622915,1
Smyd1,4.1732344816227025,1
Gm16153,4.173234481622662,1
Csf2,4.173234481622563,1
Sncb,4.173234481622434,1
Smpdl3b,4.173234481622316,1
Alg8,4.173234481622217,1
Nfe2l1,4.173234481622194,1
Ric8a,4.173234481622018,1
Pank3,4.1732344816217335,1
Gm20403,4.173234481621635,1
Rtkn2,4.173234481621535,1
Gm7967,4.1732344816214555,1
Pkib,4.173234481621272,1
Pxmp2,4.173234481621045,1
Clcf1,4.1732344816210105,1
Zfp455,4.173234481620735,1
Pid1,4.173234481620562,1
Mrgprb3,4.173234481620491,1
4833420G17Rik,4.1732344816203994,1
Gm26770,4.173234481619841,1
Trp53i13,4.173234481619549,1
Lrrc8d,4.17323448161924,1
Txnrd3,4.173234481619032,1
Ano6,4.173234481618609,1
Cyp4f17,4.173234481618208,1
Lad1,4.173234481618148,1
Srgap2,4.173234481618095,1
Med9os,4.173234481617982,1
Gtpbp8,4.173234481617799,1
Abca7,4.1732344816176905,1
Ercc6,4.173234481617552,1
Slc12a3,4.1732344816173015,1
Hsf1,4.17323448161727,1
Gm44175,4.173234481617253,1
Tac4,4.173234481616398,1
1700028E10Rik,4.173234481616361,1
Mctp2,4.173234481616191,1
Fam114a1,4.173234481616109,1
1700109H08Rik,4.173234481616039,1
Fut11,4.173234481615529,1
Mtfr1,4.173234481615323,1
Cbfa2t2,4.173234481615308,1
Bckdha,4.173234481614895,1
Gm26648,4.173234481614609,1
Cidea,4.173234481614369,1
Ccdc150,4.17323448161423,1
Ube2e3,4.173234481614118,1
Gna11,4.173234481613728,1
Usp21,4.173234481613276,1
Pgm2l1,4.173234481613261,1
Zbtb43,4.173234481612633,1
Sh2d1b1,4.17323448161252,1
Thrb,4.1732344816124884,1
Stk38l,4.1732344816122104,1
Gm44696,4.173234481612141,1
Zfp275,4.173234481612031,1
Dnajc10,4.1732344816119795,1
Srbd1,4.173234481611896,1
Slc25a38,4.173234481611678,1
Grpel2,4.17323448161149,1
Troap,4.173234481611482,1
Tubb6,4.173234481611308,1
Brdt,4.173234481611206,1
Gm10030,4.173234481611087,1
1700101I11Rik,4.173234481611001,1
Fosl1,4.173234481610993,1
Ints9,4.1732344816108995,1
Styxl1,4.173234481610871,1
Sclt1,4.17323448161083,1
Klhl2,4.173234481610763,1
Tom1l2,4.1732344816106375,1
Ildr1,4.1732344816103275,1
Hebp1,4.173234481610146,1
Lekr1,4.173234481609846,1
1110059E24Rik,4.173234481609377,1
Insig1,4.173234481609321,1
Cuedc1,4.1732344816092715,1
Gm12840,4.173234481608795,1
Nudt7,4.173234481608738,1
Zfp738,4.173234481608633,1
Dclre1b,4.173234481608617,1
Trav9-2,4.173234481608592,1
Lman1l,4.1732344816084765,1
Snap47,4.173234481608362,1
1700001O22Rik,4.173234481608042,1
C2cd4b,4.173234481607918,1
Znhit2,4.173234481607631,1
Dcaf12,4.173234481607614,1
Spopl,4.173234481607606,1
Cd300a,4.173234481607418,1
Lxn,4.173234481606828,1
Dgki,4.173234481606801,1
2010109A12Rik,4.173234481606344,1
Lpcat2,4.173234481606316,1
Ascc1,4.173234481606285,1
9130016M20Rik,4.173234481606148,1
Abitram,4.173234481605777,1
Gm15444,4.173234481605729,1
Fgr,4.173234481605729,1
Siglec1,4.173234481605679,1
March1,4.173234481605666,1
Pros1,4.173234481605065,1
Gm17029,4.17323448160455,1
Ccdc142os,4.173234481604543,1
Spata6,4.1732344816041245,1
Bicral,4.173234481603604,1
Tmem273,4.17323448160352,1
Zfp458,4.173234481603501,1
Sacs,4.173234481603459,1
Tjp3,4.173234481603395,1
Fgf20,4.173234481603361,1
Cmas,4.173234481603213,1
AA388235,4.173234481603006,1
Ipo4,4.173234481603004,1
Gm28050,4.173234481602856,1
Ppm1m,4.173234481602839,1
Banp,4.173234481602501,1
Gm10638,4.17323448160233,1
Napg,4.173234481601703,1
Ubald1,4.173234481601689,1
Nrarp,4.173234481601497,1
Wdr41,4.1732344816014955,1
Cmtr2,4.173234481601345,1
Myo9a,4.173234481601327,1
Dyrk2,4.17323448160103,1
D030051J21Rik,4.1732344816008835,1
A830005F24Rik,4.1732344816007565,1
Gm36229,4.173234481600718,1
Gm13274,4.173234481600655,1
Cyfip1,4.1732344816006135,1
Tmem260,4.173234481600596,1
Fbrsl1,4.173234481600135,1
Gm19391,4.173234481599808,1
Plekha8,4.1732344815995805,1
Usp36,4.173234481599317,1
Adcy9,4.17323448159925,1
