gene,progenitor,constraint
0610039K10Rik,0.2291000533789278,1
1700003G18Rik,0.2291000533789047,1
Mrps18b,0.229100053378764,1
Synj1,0.2291000533787265,1
Lrba,0.2291000533787254,1
Lztr1,0.2291000533786943,1
Cdr2l,0.2291000533786844,1
Ncf2,0.2291000533786833,1
Bfsp1,0.2291000533785862,1
Dsc2,0.2291000533785296,1
Zfp369,0.2291000533784951,1
Zmynd11,0.2291000533784699,1
Abcd3,0.2291000533784259,1
Gpr45,0.2291000533783758,1
4933430L12Rik,0.2291000533783336,1
Trmt1,0.2291000533783232,1
AU041133,0.2291000533782227,1
Poglut2,0.2291000533782105,1
Synrg,0.2291000533781483,1
Trmt44,0.2291000533780156,1
Arf3,0.2291000533779833,1
AC154200.1,0.2291000533779067,1
Wdr90,0.2291000533778777,1
Fbh1,0.2291000533778584,1
4930522L14Rik,0.2291000533778094,1
Tusc1,0.2291000533777052,1
Ptpn9,0.229100053377547,1
Dhx37,0.229100053377415,1
Zfp7,0.2291000533773164,1
Zfp961,0.2291000533773014,1
Gm44067,0.2291000533772461,1
Kcnd1,0.2291000533770818,1
Gm13283,0.2291000533770698,1
Zc2hc1c,0.2291000533770249,1
Zfp983,0.2291000533769867,1
Snx19,0.2291000533767516,1
Mageh1,0.2291000533766679,1
Gpr150,0.2291000533766399,1
Coq4,0.2291000533763733,1
Pgm1,0.2291000533763693,1
Scamp4,0.2291000533763281,1
Car2,0.2291000533763063,1
Itsn1,0.2291000533762088,1
P2ry13,0.2291000533760773,1
9330104G04Rik,0.2291000533760536,1
Gm49584,0.2291000533760009,1
Plrg1,0.2291000533759342,1
Tfcp2l1,0.2291000533758639,1
2810459M11Rik,0.2291000533757883,1
Lrrc8a,0.2291000533757816,1
Ttc4,0.229100053375745,1
Hibadh,0.2291000533756797,1
Casc4,0.2291000533756123,1
Hsdl2,0.2291000533755764,1
9230112E08Rik,0.2291000533755623,1
Abcd4,0.2291000533755202,1
Fbxo48,0.2291000533753464,1
Per1,0.2291000533753316,1
Gm37768,0.2291000533753271,1
Chaf1a,0.2291000533753155,1
Pip4k2b,0.2291000533752837,1
4931415C17Rik,0.2291000533751327,1
Ckap2,0.2291000533751075,1
Pmm1,0.2291000533750462,1
Kcnmb1,0.2291000533749628,1
Rpp14,0.2291000533749204,1
Tob1,0.2291000533749021,1
Pi4kb,0.2291000533747819,1
Cbl,0.2291000533747436,1
A630072L19Rik,0.2291000533746161,1
Kif5a,0.2291000533745224,1
Hltf,0.2291000533745105,1
Jup,0.2291000533744787,1
Gm21844,0.2291000533743985,1
Med19,0.2291000533743907,1
Gm14862,0.2291000533742934,1
Stbd1,0.2291000533742923,1
Dexi,0.2291000533742359,1
Stim2,0.2291000533742267,1
Rnf225,0.2291000533742101,1
Shoc2,0.2291000533741795,1
Naa80,0.2291000533741715,1
Vash1,0.2291000533741299,1
Btbd11,0.2291000533740338,1
Ust,0.2291000533740331,1
9330020H09Rik,0.2291000533740239,1
Cfb,0.2291000533740224,1
Nrip2,0.2291000533740089,1
Rpp25l,0.2291000533738547,1
Themis2,0.229100053373621,1
Slc33a1,0.229100053373583,1
Gm49032,0.2291000533735538,1
Iqsec2,0.2291000533734258,1
Cd1d1,0.2291000533733012,1
Egr3,0.2291000533732713,1
Hip1,0.2291000533732018,1
Phldb1,0.2291000533731545,1
Gm9752,0.2291000533731494,1
Snapc3,0.2291000533731488,1
Dclre1c,0.2291000533731039,1
Zc3h14,0.2291000533729525,1
Padi2,0.2291000533728814,1
Gm43462,0.2291000533728686,1
Gm44214,0.2291000533728367,1
Thap2,0.229100053372832,1
4930556I23Rik,0.2291000533728245,1
Lax1,0.2291000533727991,1
Srf,0.2291000533727912,1
Rab6b,0.2291000533726362,1
Pde4a,0.2291000533726215,1
Gstm4,0.2291000533726147,1
Krt23,0.2291000533725396,1
Ciz1,0.2291000533725251,1
Trappc13,0.229100053372489,1
Gm33460,0.2291000533724887,1
Exoc7,0.2291000533724725,1
Ints2,0.2291000533724544,1
Aldh1l1,0.2291000533724468,1
Flicr,0.2291000533724219,1
Lamp3,0.2291000533723781,1
Dok3,0.2291000533722127,1
1110038F14Rik,0.2291000533722069,1
Arntl2,0.2291000533721129,1
Fam43a,0.2291000533720979,1
Trim65,0.2291000533720299,1
Csad,0.2291000533720039,1
Pnrc2,0.2291000533719223,1
Cc2d2b,0.2291000533718587,1
Gm48933,0.2291000533717731,1
Zscan26,0.2291000533716589,1
Ubox5,0.229100053371646,1
Plcb4,0.2291000533714038,1
Bcl6,0.2291000533711906,1
Zbtb34,0.2291000533711433,1
Ripk1,0.2291000533711195,1
Pou4f1,0.2291000533710966,1
Usp38,0.2291000533710905,1
Rusc2,0.2291000533710561,1
Kmt5b,0.2291000533710019,1
B3gntl1,0.2291000533709519,1
Tiparp,0.2291000533709422,1
Phactr2,0.2291000533709406,1
Wdr19,0.2291000533708969,1
Gm1043,0.2291000533708919,1
AI597479,0.2291000533708343,1
Tmem79,0.2291000533707113,1
Wdr54,0.2291000533706069,1
Hap1,0.2291000533705416,1
Gm16751,0.2291000533704389,1
Dsel,0.2291000533703178,1
Dhps,0.2291000533703036,1
Il6ra,0.2291000533702789,1
Zfp942,0.2291000533702775,1
Gm42031,0.2291000533702404,1
Purg,0.2291000533699228,1
Fxyd1,0.2291000533698879,1
Mppe1,0.2291000533698785,1
Doc2g,0.2291000533697765,1
Wdr59,0.229100053369772,1
Pradc1,0.2291000533697308,1
Vpreb1,0.2291000533697035,1
Gm43149,0.2291000533695774,1
Col23a1,0.2291000533695444,1
Tcrg-V1,0.2291000533695127,1
Ldah,0.2291000533694899,1
Gm13375,0.2291000533694505,1
Hps5,0.2291000533694185,1
Prr18,0.2291000533693895,1
Tef,0.2291000533693536,1
Eef1akmt4,0.2291000533693453,1
Slc2a13,0.2291000533692823,1
Apbb2,0.2291000533692089,1
1110065P20Rik,0.2291000533691982,1
Jakmip1,0.229100053369164,1
2810408I11Rik,0.2291000533691341,1
Mthfsl,0.2291000533689584,1
Samd10,0.2291000533689022,1
Tssk6,0.2291000533688919,1
C330007P06Rik,0.2291000533688472,1
Hectd3,0.2291000533686568,1
Adarb1,0.2291000533686125,1
Card11,0.2291000533685688,1
6430548M08Rik,0.2291000533685009,1
Rapsn,0.2291000533684364,1
Lrrc61,0.2291000533683795,1
Plek2,0.2291000533683757,1
Mapk1ip1,0.2291000533683689,1
Slc43a1,0.2291000533682497,1
Gm19582,0.2291000533681348,1
Rnf128,0.2291000533681038,1
Abhd16a,0.2291000533680612,1
Ino80dos,0.2291000533679517,1
Ro60,0.2291000533678511,1
Prmt3,0.2291000533678191,1
Arfgap2,0.2291000533677633,1
Sbno2,0.2291000533677516,1
Zfp397,0.2291000533674692,1
Atrip,0.2291000533674688,1
Cryba1,0.2291000533673369,1
Sdc1,0.2291000533672504,1
Zfp746,0.2291000533671957,1
Ccdc159,0.2291000533671347,1
Ppp2r1b,0.2291000533671251,1
Ttc26,0.2291000533669628,1
Gm17080,0.2291000533669179,1
Sobp,0.2291000533668963,1
Gm17096,0.2291000533668711,1
Aldoa.1,0.2291000533668265,1
Ogt,0.2291000533667893,1
Crat,0.2291000533667177,1
Nup35,0.2291000533666936,1
Gm38404,0.2291000533666513,1
1700084E18Rik,0.2291000533666343,1
Entpd1,0.2291000533665851,1
Ly96,0.2291000533665066,1
Dcun1d3,0.2291000533664673,1
Krt83,0.2291000533664477,1
Zfp560,0.2291000533661256,1
Pask,0.2291000533661109,1
AV039307,0.2291000533660872,1
Igtp,0.2291000533660376,1
2810454H06Rik,0.2291000533659327,1
Vrk2,0.2291000533658949,1
Stradb,0.2291000533658348,1
Fam160b1,0.2291000533657712,1
Prkcz,0.2291000533657398,1
Taf13,0.229100053365732,1
Kbtbd6,0.2291000533657205,1
Lrrc56,0.2291000533657161,1
Il1rn,0.2291000533655476,1
Zglp1,0.2291000533653384,1
Pak4,0.2291000533653346,1
Fgf2,0.2291000533652465,1
Prorsd1,0.2291000533652367,1
Cenpb,0.2291000533652327,1
Map4k4,0.2291000533651038,1
Gm20457,0.229100053365095,1
Acp6,0.2291000533650878,1
Rnf41,0.2291000533649317,1
Ccnt2,0.2291000533648983,1
Epb41l4aos,0.2291000533645926,1
Tnnc1,0.229100053364487,1
Cend1,0.2291000533644678,1
Tmem53,0.2291000533644641,1
Polg,0.2291000533644375,1
Polr3h,0.2291000533644259,1
Mfsd1,0.2291000533644055,1
Hax1,0.2291000533642456,1
Pstpip2,0.2291000533641003,1
Arhgef26,0.2291000533639897,1
Itga7,0.2291000533639661,1
Mir22hg,0.2291000533638695,1
Htra3,0.2291000533637949,1
Pacs1,0.2291000533637658,1
Gm17146,0.2291000533637126,1
Pik3r2,0.229100053363689,1
Tmbim1,0.2291000533636633,1
Gm42902,0.2291000533635606,1
Zfp958,0.2291000533633977,1
Ring1,0.2291000533633724,1
Mfsd9,0.2291000533633416,1
Fam49a,0.2291000533632885,1
Cldn34c1,0.2291000533632423,1
Galnt6os,0.2291000533632418,1
Ero1lb,0.2291000533632332,1
Klf9,0.2291000533631661,1
Rars,0.229100053363024,1
Pard6a,0.2291000533630139,1
Car12,0.2291000533628681,1
Gm49959,0.2291000533627252,1
Rhpn2,0.2291000533627064,1
Gm2245,0.229100053362662,1
Pkp2,0.2291000533625777,1
Madcam1,0.2291000533624724,1
Atf7,0.2291000533624345,1
Spred2,0.2291000533624116,1
Gpr179,0.2291000533623483,1
Cenpk,0.2291000533622824,1
Myo1d,0.2291000533622362,1
Gm10184,0.2291000533621864,1
Ms4a6d,0.2291000533618838,1
Tmem218,0.2291000533618826,1
Cage1,0.2291000533618641,1
Gm49016,0.2291000533618636,1
Espn,0.2291000533618395,1
Gm13256,0.2291000533618299,1
Gm13421,0.2291000533617438,1
Gm47545,0.22910005336173,1
Btbd2,0.2291000533616767,1
A730011C13Rik,0.2291000533616504,1
9530097N15Rik,0.2291000533616503,1
Kat6a,0.229100053361511,1
Gm37963,0.2291000533614824,1
Plekhh3,0.2291000533614571,1
5430427O19Rik,0.2291000533614505,1
Gm13067,0.2291000533613058,1
Ggnbp1,0.2291000533612711,1
Mtpap,0.2291000533612552,1
Pqlc1,0.2291000533612466,1
1700022I11Rik,0.229100053361243,1
Neu3,0.2291000533612368,1
Tle4,0.2291000533612064,1
Dok1,0.2291000533610764,1
Prune2,0.2291000533610129,1
Tmed7,0.2291000533610117,1
Plekhg1,0.229100053360983,1
Klra3,0.2291000533609424,1
Cox11,0.2291000533609285,1
Prmt7,0.2291000533608953,1
Angptl6,0.2291000533608396,1
Ipmk,0.229100053360728,1
Gm14540,0.2291000533607211,1
Sh3pxd2b,0.2291000533606814,1
Upf2,0.2291000533606174,1
Rtn1,0.2291000533605433,1
Ugdh,0.2291000533605099,1
Tmod4,0.2291000533604765,1
Tssk4,0.2291000533604697,1
Wnt10a,0.2291000533604078,1
Zfp523,0.2291000533602946,1
Sirt7,0.2291000533602887,1
Stfa3,0.2291000533601861,1
Tgfbi,0.2291000533601561,1
Csgalnact2,0.2291000533601061,1
Mgarp,0.2291000533597903,1
Dis3,0.2291000533597053,1
Gm15401,0.229100053359642,1
Uhrf1bp1,0.2291000533596235,1
Pip4p2,0.2291000533595655,1
Lrrn4cl,0.2291000533595273,1
Nifk,0.2291000533595273,1
Cep95,0.2291000533594987,1
Wdr76,0.2291000533594425,1
Cabp1,0.2291000533594245,1
Gm28424,0.2291000533593524,1
Oip5,0.2291000533592647,1
Gtpbp1,0.2291000533592078,1
Dtx4,0.2291000533591834,1
Pars2,0.2291000533591173,1
Zcwpw1,0.2291000533591133,1
Gm11335,0.2291000533591079,1
Mbnl3,0.2291000533590954,1
Pomk,0.2291000533590702,1
Gas2l1,0.2291000533590619,1
Sypl,0.229100053359043,1
Asprv1,0.2291000533588524,1
Klhl15,0.229100053358797,1
B9d2,0.2291000533587796,1
Gna14,0.229100053358761,1
Yif1a,0.2291000533586629,1
Ryr3,0.2291000533586066,1
Tnnt1,0.2291000533585278,1
Mark4,0.2291000533584642,1
Gm43951,0.2291000533583616,1
Faap20,0.2291000533583445,1
Nek8,0.2291000533582678,1
Lmln,0.2291000533581995,1
Gm26876,0.2291000533581292,1
Phrf1,0.2291000533581007,1
Notch2,0.229100053358091,1
Dhdh,0.2291000533580822,1
Gm12764,0.2291000533580791,1
Gpr135,0.2291000533580426,1
Ptgdr2,0.2291000533580146,1
Cds2,0.2291000533579242,1
Tmem129,0.2291000533578701,1
Brpf1,0.2291000533578458,1
Zfp518a,0.2291000533577926,1
Ttl,0.2291000533577789,1
Hm629797,0.2291000533577705,1
3830403N18Rik,0.2291000533576684,1
Snx25,0.2291000533576148,1
Blm,0.2291000533575044,1
Rftn2,0.2291000533574625,1
Raph1,0.229100053357408,1
Spred1,0.2291000533573851,1
Ccdc22,0.2291000533573133,1
4930590J08Rik,0.2291000533572807,1
Snx24,0.2291000533572801,1
Gm16310,0.229100053357254,1
Tgfbr3,0.2291000533572339,1
Antxr2,0.2291000533572258,1
4930520M14Rik,0.2291000533570437,1
Gm39214,0.2291000533568656,1
Armc5,0.229100053356837,1
Dnajc18,0.2291000533567317,1
Top1mt,0.2291000533567098,1
Npdc1,0.2291000533567003,1
Epb41,0.2291000533566685,1
Zdhhc9,0.2291000533566664,1
Tmem167b,0.2291000533566415,1
Slc25a27,0.2291000533566077,1
2610206C17Rik,0.2291000533565363,1
Mks1,0.2291000533565057,1
Zfp82,0.2291000533564586,1
Tssc4,0.2291000533564541,1
Spire1,0.2291000533564493,1
Cpt1a,0.2291000533564401,1
Samd15,0.2291000533564229,1
Setd2,0.2291000533563849,1
Abhd17b,0.229100053356318,1
Fam214b,0.2291000533561484,1
Calu,0.2291000533561332,1
Tmem18,0.2291000533561278,1
Ulk4,0.2291000533561046,1
Ric8a,0.2291000533560978,1
Pank4,0.229100053356069,1
Cspp1,0.2291000533560355,1
Fam89a,0.2291000533559982,1
Ccdc90b,0.2291000533559878,1
Psme2b,0.2291000533559638,1
Itprid2,0.2291000533559401,1
Ptar1,0.2291000533559344,1
Rrad,0.2291000533557991,1
Mnat1,0.2291000533557506,1
Gstm1,0.2291000533557267,1
Foxd2os,0.2291000533556766,1
Abcb8,0.2291000533555668,1
4932422M17Rik,0.2291000533554943,1
Gm16230,0.2291000533554443,1
Heatr3,0.2291000533553061,1
Paqr5,0.2291000533552695,1
Zfp324,0.229100053355249,1
Adora3,0.2291000533550445,1
Rad17,0.2291000533550406,1
Cenps,0.2291000533550251,1
Scamp2,0.2291000533549932,1
Gdap2,0.229100053354992,1
Gm10125,0.2291000533549784,1
Smyd2,0.2291000533549289,1
Gm28809,0.2291000533549066,1
Gm26852,0.2291000533548877,1
Tm9sf4,0.2291000533548822,1
Cd33,0.2291000533548717,1
Cd86,0.2291000533548056,1
Mrpl39,0.2291000533548022,1
Bcl2,0.2291000533547115,1
Ube4bos1,0.2291000533547016,1
Rfx1,0.2291000533546149,1
Rmdn1,0.2291000533545553,1
Insrr,0.2291000533545091,1
B3galt5,0.2291000533544894,1
Pigb,0.2291000533544833,1
Vkorc1,0.2291000533544498,1
Idh2,0.2291000533544494,1
Lsmem1,0.2291000533544,1
Serpinb1b,0.2291000533543836,1
4933431K23Rik,0.2291000533543687,1
Nceh1,0.2291000533543303,1
Cherp,0.2291000533542687,1
Mmp17,0.2291000533542453,1
Zbtb17,0.2291000533542401,1
Lrrc4c,0.2291000533541677,1
Pja2,0.2291000533541165,1
Hsd3b7,0.2291000533540401,1
Pold3,0.2291000533540315,1
Stil,0.2291000533538613,1
Dcaf17,0.2291000533537692,1
Ctdspl,0.2291000533537555,1
Blvrb,0.2291000533534378,1
Ppp2r2c,0.2291000533534363,1
Airn,0.2291000533533138,1
Zfp748,0.2291000533532358,1
Cwc25,0.2291000533532255,1
Slc6a19,0.2291000533532241,1
Msto1,0.229100053353168,1
Herc1,0.229100053353082,1
Poldip2,0.2291000533530645,1
Gm10451,0.2291000533530503,1
A430035B10Rik,0.2291000533530452,1
Slc9a2,0.2291000533530075,1
Pip4k2c,0.2291000533529502,1
Mast3,0.2291000533529501,1
Rsph9,0.2291000533528713,1
Ldlrap1,0.2291000533527573,1
Snn,0.229100053352636,1
Hgf,0.2291000533526249,1
Clasp1,0.2291000533525755,1
Cyb561a3,0.2291000533525593,1
Crybg2,0.2291000533524906,1
Gm19569,0.2291000533524551,1
2310061I04Rik,0.2291000533524544,1
Exo1,0.2291000533524441,1
1600012H06Rik,0.2291000533521978,1
Pias2,0.2291000533521904,1
Fam217b,0.2291000533521807,1
Micall1,0.2291000533521191,1
Igsf3,0.2291000533521101,1
Rsf1,0.2291000533520713,1
Gsta4,0.2291000533520694,1
Pcdhgb5,0.2291000533520191,1
Anks1b,0.2291000533520149,1
Gm47882,0.229100053351913,1
Zfp772,0.2291000533518392,1
Cox15,0.2291000533518174,1
Zkscan17,0.2291000533517941,1
Far1os,0.2291000533517476,1
F3,0.2291000533516776,1
Ap5z1,0.2291000533516686,1
Phf1,0.2291000533516309,1
Mvp,0.2291000533515265,1
Phyhd1,0.2291000533514839,1
Snx12,0.2291000533514544,1
Adam15,0.2291000533513533,1
Ctsg,0.2291000533512796,1
Tcp11,0.2291000533512118,1
Snx33,0.2291000533511241,1
Sars2,0.2291000533511032,1
Dnajc10,0.2291000533510916,1
Matn1,0.2291000533510094,1
Tnfsf14,0.2291000533509468,1
A730009L09Rik,0.229100053350934,1
Smpdl3b,0.2291000533508347,1
Tarbp1,0.2291000533508025,1
Lrrc4,0.2291000533507938,1
Lmna,0.2291000533507686,1
Pxmp2,0.2291000533507139,1
Abcd1,0.2291000533506995,1
Eif2ak1,0.2291000533506688,1
Parp12,0.2291000533505367,1
Gm15743,0.2291000533505305,1
Slc25a16,0.229100053350529,1
Tubb6,0.2291000533504718,1
Med12l,0.2291000533503766,1
Trp53bp2,0.2291000533503518,1
Gm47439,0.2291000533503321,1
4930524O07Rik,0.2291000533502813,1
Ptafr,0.2291000533502794,1
Gripap1,0.22910005335027,1
Gm47270,0.229100053350161,1
Gm17529,0.2291000533499515,1
Kynu,0.2291000533499002,1
Srbd1,0.2291000533498534,1
Gm19705,0.229100053349759,1
Kcnq1ot1,0.2291000533497476,1
Ramp2,0.2291000533496255,1
Ndst3,0.2291000533496157,1
4933433G19Rik,0.2291000533495285,1
Spsb2,0.2291000533494461,1
4933408B17Rik,0.2291000533493822,1
Vcpip1,0.229100053349378,1
Pqlc2,0.2291000533493419,1
Gfm1,0.2291000533492265,1
Gnpat,0.2291000533492258,1
Ythdf3,0.2291000533492116,1
Dnajb3,0.2291000533491826,1
Cdk16,0.2291000533491047,1
Gm50068,0.2291000533491006,1
Mybl2,0.2291000533490213,1
Gm37240,0.2291000533490201,1
4930432K21Rik,0.2291000533490124,1
Hsf1,0.2291000533488855,1
Klrg1,0.2291000533488839,1
4833420G17Rik,0.2291000533488737,1
Ccdc162,0.2291000533488553,1
Gatad2b,0.2291000533488283,1
Clcf1,0.2291000533486903,1
Slc1a2,0.2291000533485898,1
Chaf1b,0.2291000533485898,1
Vps50,0.2291000533485828,1
Gm20139,0.2291000533485405,1
Gm16677,0.2291000533485362,1
Oscp1,0.2291000533485298,1
Csf2,0.2291000533483892,1
Xkr5,0.2291000533483758,1
Zfp455,0.2291000533483675,1
Pank3,0.2291000533482931,1
Spr,0.2291000533482889,1
Pdxk,0.2291000533482184,1
Gm10688,0.2291000533481786,1
Dnmt3b,0.2291000533481751,1
Pid1,0.2291000533481595,1
Lacc1,0.2291000533481422,1
Pdcd11,0.2291000533480858,1
Thumpd2,0.2291000533480557,1
Akr1b10,0.2291000533480298,1
Prodh,0.2291000533480183,1
Atp6v1g2,0.2291000533480069,1
Insig1,0.2291000533480066,1
Ankrd50,0.2291000533479773,1
Fut11,0.229100053347959,1
Ankrd28,0.2291000533478797,1
Nuak2,0.229100053347836,1
Tubgcp4,0.2291000533478294,1
Baalc,0.2291000533476381,1
Taf9,0.2291000533475676,1
1700028E10Rik,0.2291000533475153,1
Gm16153,0.2291000533473469,1
Pgm2l1,0.2291000533473456,1
Ubald1,0.2291000533473238,1
Gm49586,0.2291000533473211,1
Lrrc8d,0.2291000533473063,1
Trav3-4,0.2291000533472249,1
Cyp4f17,0.2291000533472218,1
Trp53bp1,0.2291000533471428,1
Car6,0.229100053347141,1
Gtpbp8,0.2291000533471253,1
Enoph1,0.2291000533470833,1
Dyrk2,0.2291000533470667,1
Ano6,0.2291000533470553,1
1110059E24Rik,0.2291000533470362,1
Amz1,0.2291000533469656,1
Slc25a38,0.2291000533469607,1
Lpcat2,0.229100053346946,1
Brdt,0.2291000533469275,1
Ptger1,0.229100053346906,1
Mtfr1,0.2291000533468403,1
Prph,0.2291000533467356,1
Tmem175,0.2291000533467,1
Gm47447,0.2291000533466579,1
Troap,0.229100053346603,1
Mrgprb3,0.2291000533465715,1
Rpap1,0.229100053346439,1
Mterf1a,0.2291000533463128,1
Cbfa2t2,0.2291000533463125,1
Thrb,0.2291000533462958,1
Gm12840,0.2291000533462521,1
Wdr41,0.2291000533462268,1
Cd300a,0.2291000533462263,1
Nfe2l1,0.229100053346142,1
Fitm2,0.2291000533460765,1
Lxn,0.2291000533460762,1
Gm16214,0.2291000533459984,1
Clasrp,0.2291000533459609,1
Slc12a3,0.2291000533458622,1
Zfp738,0.2291000533458055,1
Fmo5,0.2291000533457959,1
Ildr1,0.2291000533457041,1
Cidea,0.229100053345688,1
Usp21,0.2291000533456568,1
Lekr1,0.2291000533456387,1
Gna11,0.2291000533455954,1
Gm26771,0.2291000533455904,1
2810013P06Rik,0.2291000533454602,1
March1,0.2291000533454169,1
Ipo4,0.2291000533454004,1
Styxl1,0.229100053345395,1
Ccsap,0.2291000533452752,1
Mphosph9,0.2291000533452717,1
Usp36,0.2291000533452347,1
Ccdc74a,0.2291000533451731,1
Ngrn,0.2291000533451461,1
Spata6,0.2291000533450782,1
Dcaf12,0.2291000533450017,1
Sncb,0.2291000533449953,1
Trav9-2,0.2291000533449038,1
Zfp991,0.2291000533449009,1
Cyfip1,0.2291000533448677,1
Pros1,0.229100053344866,1
1700001O22Rik,0.2291000533448566,1
Ostm1,0.2291000533448515,1
Gm16104,0.2291000533448148,1
C2cd4b,0.2291000533448002,1
Fbxo22,0.2291000533447226,1
Ttc12,0.2291000533446805,1
Rab11fip5,0.2291000533446349,1
Dclre1b,0.2291000533446181,1
Gm20403,0.2291000533446129,1
Ercc6,0.2291000533445975,1
Atp11b,0.2291000533445903,1
Med9os,0.2291000533445734,1
Smyd1,0.2291000533445604,1
Alg8,0.2291000533445306,1
Itgb7,0.2291000533444859,1
BC025920,0.2291000533444578,1
Ehbp1l1,0.2291000533444308,1
Tom1l2,0.2291000533444265,1
Tmem106b,0.2291000533443853,1
Gm26770,0.2291000533443661,1
Aldh8a1,0.2291000533443508,1
Pkib,0.2291000533443201,1
Trp53i13,0.2291000533442628,1
Gm17029,0.2291000533442538,1
Klk8,0.2291000533442452,1
Uty,0.2291000533442365,1
Lad1,0.2291000533442214,1
Txnrd3,0.2291000533441974,1
Gm15444,0.2291000533441398,1
Gm7967,0.2291000533441348,1
Fam174a,0.2291000533440356,1
9130016M20Rik,0.2291000533438639,1
Dscc1,0.2291000533438359,1
Dpp9,0.2291000533437877,1
Zdhhc7,0.229100053343726,1
Pgpep1,0.2291000533436229,1
Gpr160,0.229100053343617,1
Sh2d1b1,0.2291000533435667,1
Gm13274,0.2291000533435144,1
Gm26648,0.2291000533434038,1
Sclt1,0.2291000533432999,1
Nrarp,0.2291000533432896,1
Edaradd,0.229100053343252,1
Tmem132a,0.2291000533432207,1
Tbl2,0.2291000533431494,1
Ccdc150,0.2291000533431178,1
Gm36229,0.2291000533431065,1
Capn7,0.2291000533430277,1
Banp,0.2291000533430153,1
Nudt7,0.2291000533429224,1
Plekha8,0.2291000533428646,1
Ints9,0.2291000533428565,1
Acadsb,0.2291000533428217,1
Grpel2,0.2291000533426952,1
Adcy9,0.2291000533426912,1
Tac4,0.2291000533426626,1
1700109H08Rik,0.229100053342636,1
Bckdha,0.2291000533426327,1
Rtkn2,0.2291000533426122,1
Mgl2,0.2291000533425616,1
Fgr,0.2291000533425422,1
Rhobtb3,0.2291000533424816,1
Mctp2,0.2291000533424677,1
BC048403,0.2291000533424002,1
Fbrsl1,0.2291000533423509,1
1700101I11Rik,0.2291000533423472,1
Zkscan8,0.229100053342315,1
Cuedc1,0.2291000533423079,1
Arhgef10,0.229100053342301,1
Gtf3c1,0.22910005334229,1
Hebp1,0.2291000533422776,1
Traf6,0.2291000533422175,1
Ube2e3,0.2291000533421827,1
Caap1,0.2291000533421615,1
Cep78,0.229100053342103,1
Zcchc9,0.2291000533420815,1
Prxl2a,0.2291000533420368,1
Abca7,0.2291000533420123,1
Tjp3,0.2291000533419439,1
Stk38l,0.2291000533419,1
A830005F24Rik,0.2291000533418972,1
Zfp275,0.2291000533418205,1
Gm44696,0.2291000533417608,1
Cmtr2,0.2291000533417135,1
Gm13031,0.2291000533416946,1
Try10,0.2291000533416173,1
Gm16675,0.2291000533416151,1
Ticam2,0.2291000533414966,1
Lman1l,0.2291000533414603,1
4930405O22Rik,0.229100053341424,1
Susd2,0.2291000533414143,1
Gm15247,0.2291000533413695,1
Aoah,0.2291000533412912,1
Rtl5,0.2291000533411056,1
Fgf20,0.2291000533410799,1
Gm47664,0.2291000533409323,1
Thbd,0.2291000533409319,1
Cmas,0.2291000533409156,1
Zfyve19,0.2291000533409027,1
Fbxo34,0.2291000533408903,1
Slc15a4,0.2291000533408795,1
Gm10030,0.2291000533408065,1
Spopl,0.229100053340783,1
Lin7c,0.2291000533407269,1
Fosl1,0.2291000533407228,1
Tmem273,0.2291000533406938,1
Pptc7,0.2291000533406761,1
Slc25a24,0.229100053340658,1
Ccdc142os,0.2291000533406139,1
Rrm2b,0.2291000533405453,1
Acd,0.2291000533405405,1
Catsperd,0.229100053340495,1
Dgki,0.2291000533404589,1
Nipal4,0.2291000533404408,1
Rbm48,0.2291000533403579,1
Gpr34,0.2291000533403251,1
4930502E09Rik,0.2291000533402868,1
Etv6,0.2291000533402176,1
Abitram,0.2291000533401644,1
Olfml2b,0.229100053340143,1
Gm19391,0.2291000533400735,1
Sacs,0.2291000533400537,1
Ltbp4,0.229100053340042,1
Wdr44,0.229100053340002,1
Selp,0.2291000533399431,1
D030051J21Rik,0.2291000533399221,1
Lgals4,0.2291000533399176,1
Siglec1,0.2291000533398914,1
Gm48960,0.2291000533398631,1
Gm16229,0.2291000533398621,1
Fam169a,0.2291000533398202,1
Ppm1j,0.2291000533397843,1
Gm28050,0.2291000533397412,1
Palld,0.2291000533397409,1
Snap47,0.2291000533397386,1
Zfp458,0.2291000533397067,1
Pafah1b2,0.2291000533396639,1
Tgds,0.2291000533396443,1
Ifit2,0.2291000533396076,1
Bicral,0.2291000533395676,1
Zfp385a,0.2291000533395418,1
Tmem151a,0.2291000533394738,1
Sept2,0.2291000533394723,1
Plau,0.229100053339471,1
Hemgn,0.229100053339426,1
Ctnnd2,0.2291000533394133,1
Ppm1m,0.2291000533393929,1
Cep290,0.2291000533393265,1
Klhl2,0.2291000533392803,1
Rnf121,0.22910005333925,1
Gm37233,0.2291000533391719,1
Tmem260,0.229100053339171,1
Gm10638,0.2291000533391275,1
Gm49763,0.2291000533390937,1
Zbtb43,0.2291000533390514,1
Myo9a,0.2291000533390152,1
Dcakd,0.2291000533389259,1
2010109A12Rik,0.2291000533388126,1
Sigirr,0.2291000533387684,1
Fam114a1,0.2291000533387224,1
Srgap2,0.2291000533387121,1
Trpc4ap,0.2291000533386533,1
AA388235,0.2291000533385669,1
Tirap,0.2291000533385584,1
Bach1,0.22910005333849,1
Zfp707,0.2291000533384316,1
Spen,0.2291000533383957,1
